name:instance1_n_30_N_60_tf_0.8_rdd_0.6_mMax_1_m0_1_Vmax_2.0_V0_1.0
N:60
n:30
M_max:1
M_0:1
V_max:2
V_0:1
Jobs:
16	26	8	
69	50	3	
73	9	7	
31	9	7	
30	13	1	
76	26	1	
29	50	6	
13	25	4	
43	2	3	
97	27	8	
76	39	8	
17	44	5	
9	17	4	
56	44	4	
47	10	1	
81	15	5	
31	24	5	
95	32	3	
13	43	6	
34	5	10	
19	47	4	
31	28	10	
51	2	5	
5	21	7	
35	22	1	
66	30	4	
50	31	5	
36	37	8	
66	20	6	
7	0	4	
96	48	7	
18	2	9	
19	30	5	
92	42	8	
9	11	5	
20	16	1	
66	41	9	
89	28	9	
66	41	5	
9	47	1	
63	49	1	
4	8	1	
83	9	1	
61	38	7	
9	28	6	
42	8	10	
100	3	8	
21	30	5	
80	18	3	
49	41	7	
14	37	8	
20	42	9	
22	42	10	
13	7	7	
71	35	8	
18	50	4	
14	49	7	
33	17	4	
26	14	10	
92	0	7	
