name:instance5_n_30_N_60_tf_0.6_rdd_0.8_mMax_1_m0_1_Vmax_2.0_V0_1.0
N:60
n:30
M_max:1
M_0:1
V_max:2
V_0:1
Jobs:
98	78	6	
99	34	7	
80	12	5	
54	54	1	
3	34	10	
7	43	4	
73	68	10	
4	33	8	
11	54	1	
97	37	3	
58	32	4	
37	39	2	
13	49	2	
87	72	10	
18	56	6	
52	26	8	
95	69	1	
18	18	8	
30	79	4	
39	7	10	
16	17	9	
28	38	3	
16	48	10	
84	57	10	
26	64	9	
38	59	2	
100	71	1	
68	49	2	
27	26	2	
62	23	5	
73	27	7	
49	25	8	
11	66	2	
53	48	2	
48	66	4	
47	7	9	
50	69	3	
16	69	4	
70	24	5	
96	73	6	
56	78	9	
37	47	9	
95	72	1	
94	62	4	
5	24	2	
8	64	7	
73	5	6	
57	73	4	
40	4	1	
95	5	9	
73	61	3	
84	46	5	
44	19	3	
18	59	7	
4	62	7	
13	59	10	
9	47	3	
75	73	3	
47	57	6	
1	61	6	
