name:instance4_n_30_N_60_tf_0.4_rdd_0.6_mMax_1_m0_1_Vmax_2.0_V0_1.0
N:60
n:30
M_max:1
M_0:1
V_max:2
V_0:1
Jobs:
56	48	1	
97	69	7	
72	12	8	
57	18	9	
8	31	10	
43	43	1	
73	79	1	
48	45	3	
51	17	2	
43	31	3	
90	81	7	
23	66	5	
88	12	4	
12	71	3	
10	0	6	
60	48	3	
44	39	3	
81	38	5	
85	69	8	
72	40	9	
97	36	8	
75	4	6	
76	47	8	
27	4	6	
93	4	5	
12	21	5	
45	27	9	
91	22	10	
92	79	1	
5	8	9	
60	41	6	
5	61	2	
5	72	3	
49	63	6	
35	1	4	
4	74	5	
80	45	8	
16	57	4	
96	0	1	
14	13	1	
46	80	3	
7	26	6	
99	53	1	
1	2	7	
94	77	2	
58	3	2	
46	50	9	
70	27	7	
94	55	9	
39	25	2	
44	6	10	
62	11	4	
7	0	2	
15	20	7	
18	68	1	
59	65	7	
17	24	5	
49	10	10	
37	35	4	
61	83	4	
