name:instance7_n_30_N_60_tf_0.6_rdd_0.6_mMax_1_m0_1_Vmax_2.0_V0_1.0
N:60
n:30
M_max:1
M_0:1
V_max:2
V_0:1
Jobs:
68	22	3	
40	41	6	
78	50	3	
60	69	8	
14	25	5	
90	51	8	
45	59	6	
100	33	2	
6	66	4	
30	5	8	
77	53	5	
86	28	8	
77	69	7	
40	29	10	
14	12	5	
46	13	2	
42	59	9	
98	19	1	
44	45	1	
26	63	6	
8	36	7	
56	68	2	
92	32	1	
69	19	5	
11	45	5	
53	32	7	
17	32	8	
99	24	8	
40	51	3	
11	20	8	
42	4	5	
92	36	5	
71	67	2	
84	6	8	
16	32	1	
52	11	10	
4	32	9	
21	56	4	
3	40	4	
67	44	6	
16	1	2	
52	4	5	
16	18	7	
89	44	9	
27	22	3	
5	29	9	
48	49	10	
61	48	8	
32	53	8	
67	31	8	
59	48	7	
44	23	5	
51	48	2	
74	60	9	
96	31	10	
9	3	9	
86	70	9	
48	9	6	
73	62	1	
96	57	3	
