name:instance4_n_30_N_60_tf_1.0_rdd_0.2_mMax_1_m0_1_Vmax_2.0_V0_1.0
N:60
n:30
M_max:1
M_0:1
V_max:2
V_0:1
Jobs:
93	2	9	
45	3	10	
68	2	8	
3	8	6	
96	6	4	
53	8	7	
59	4	9	
37	5	10	
31	0	10	
80	1	8	
4	0	9	
62	1	8	
78	1	2	
58	5	8	
35	4	1	
99	9	1	
30	3	6	
100	4	6	
33	5	3	
9	1	4	
10	8	10	
72	2	1	
11	7	1	
5	2	4	
75	7	4	
75	10	3	
51	2	8	
32	9	7	
2	10	3	
79	7	5	
90	8	1	
27	2	2	
76	7	5	
56	0	3	
40	7	6	
75	6	6	
38	8	5	
63	8	4	
9	2	10	
87	10	9	
18	0	6	
52	5	2	
17	6	3	
53	4	2	
58	7	7	
49	7	3	
6	2	3	
33	3	6	
61	0	3	
57	0	5	
82	0	9	
68	1	5	
20	7	1	
46	8	10	
39	4	7	
92	5	3	
70	7	9	
25	9	7	
10	7	9	
37	8	10	
