name:instance0_n_30_N_60_tf_0.6_rdd_0.4_mMax_1_m0_1_Vmax_2.0_V0_1.0
N:60
n:30
M_max:1
M_0:1
V_max:2
V_0:1
Jobs:
89	0	2	
60	34	3	
94	36	6	
86	12	4	
27	28	7	
98	44	4	
60	36	3	
31	11	8	
66	24	3	
85	9	6	
14	5	8	
32	42	3	
93	38	3	
84	35	10	
92	53	3	
49	27	4	
97	21	10	
97	30	7	
45	23	10	
68	35	3	
25	21	6	
70	34	3	
56	14	5	
17	8	5	
87	26	2	
96	8	3	
15	2	1	
51	51	1	
90	16	2	
58	27	3	
40	23	2	
94	51	1	
87	26	8	
64	9	6	
27	39	2	
5	49	3	
47	1	2	
66	0	5	
28	34	10	
47	1	10	
92	8	1	
55	40	5	
35	26	5	
9	13	6	
34	45	4	
66	42	3	
88	13	5	
85	48	9	
2	50	8	
6	31	3	
84	22	3	
10	22	5	
70	28	9	
42	28	9	
85	29	6	
75	59	8	
91	13	4	
59	57	1	
77	29	6	
12	59	1	
