name:instance2_n_30_N_60_tf_0.4_rdd_0.2_mMax_1_m0_1_Vmax_2.0_V0_1.0
N:60
n:30
M_max:1
M_0:1
V_max:2
V_0:1
Jobs:
53	1	6	
100	64	2	
47	25	1	
68	10	1	
28	35	8	
2	18	3	
61	65	1	
31	14	10	
62	27	1	
57	50	8	
45	59	3	
5	62	4	
68	4	1	
98	47	3	
20	29	10	
42	10	4	
62	9	3	
25	66	7	
33	56	6	
85	9	3	
48	13	7	
47	54	5	
56	25	8	
35	60	8	
30	69	4	
2	2	2	
56	17	10	
89	52	9	
100	28	5	
41	53	5	
17	2	5	
87	45	8	
46	22	1	
3	22	2	
68	22	4	
30	31	9	
86	56	3	
20	43	10	
85	38	9	
31	16	2	
6	66	3	
7	12	3	
3	59	4	
28	36	5	
66	55	4	
60	14	8	
57	22	8	
20	49	7	
86	11	3	
54	35	9	
49	42	4	
64	48	3	
14	70	9	
30	2	4	
39	27	7	
95	30	7	
66	4	1	
38	61	2	
8	9	3	
60	20	4	
