name:instance3_n_30_N_60_tf_0.2_rdd_0.2_mMax_1_m0_1_Vmax_2.0_V0_1.0
N:60
n:30
M_max:1
M_0:1
V_max:2
V_0:1
Jobs:
98	71	9	
61	30	3	
97	41	3	
88	86	5	
95	65	8	
49	57	8	
88	45	3	
85	77	2	
62	70	1	
98	31	9	
15	71	10	
99	43	8	
50	0	7	
27	33	5	
14	38	9	
30	17	5	
52	10	3	
99	8	5	
87	51	10	
35	87	8	
91	37	8	
36	30	4	
9	27	5	
78	21	10	
14	29	1	
96	66	1	
2	48	8	
31	13	9	
8	22	1	
68	61	9	
25	39	5	
76	50	9	
87	34	8	
10	24	3	
14	53	1	
48	27	5	
27	41	5	
53	62	5	
70	77	3	
44	34	9	
19	46	8	
9	5	7	
70	18	8	
85	70	7	
26	16	4	
7	53	1	
28	81	4	
14	17	8	
46	84	1	
72	72	5	
8	42	6	
89	27	5	
58	37	10	
18	58	5	
4	71	5	
56	46	2	
54	13	7	
65	25	6	
13	29	4	
15	87	2	
