name:instance6_n_30_N_60_tf_0.2_rdd_0.2_mMax_1_m0_1_Vmax_2.0_V0_1.0
N:60
n:30
M_max:1
M_0:1
V_max:2
V_0:1
Jobs:
1	20	7	
46	54	10	
59	75	10	
92	1	7	
70	40	9	
69	46	7	
34	2	8	
92	8	6	
45	90	6	
39	63	9	
10	41	3	
83	37	6	
63	80	9	
89	56	4	
14	36	10	
55	79	7	
51	34	10	
55	49	2	
93	61	9	
29	88	1	
92	10	1	
11	15	4	
39	22	10	
57	27	10	
17	52	9	
60	40	3	
91	52	2	
15	60	4	
45	56	1	
37	63	10	
25	79	1	
44	5	6	
7	43	10	
19	67	5	
90	17	7	
72	48	6	
31	29	10	
1	32	6	
48	59	4	
1	89	10	
18	60	4	
30	61	3	
7	84	7	
31	43	5	
29	57	3	
90	46	5	
37	84	5	
60	30	5	
98	53	2	
36	8	7	
35	59	6	
83	59	5	
40	3	10	
99	32	5	
73	85	7	
68	73	3	
98	51	9	
96	69	2	
70	24	4	
9	13	8	
