name:instance0_n_30_N_60_tf_0.4_rdd_0.2_mMax_1_m0_1_Vmax_2.0_V0_1.0
N:60
n:30
M_max:1
M_0:1
V_max:2
V_0:1
Jobs:
41	12	8	
60	30	6	
76	19	8	
80	27	7	
45	36	6	
63	0	7	
20	68	9	
21	54	6	
8	59	7	
12	1	10	
54	53	2	
25	60	10	
62	16	1	
87	45	3	
90	58	8	
33	8	10	
67	57	7	
26	44	8	
80	40	4	
24	25	2	
21	31	5	
17	29	9	
9	22	3	
16	8	8	
56	17	2	
69	23	4	
82	27	6	
11	36	1	
95	67	5	
1	62	8	
58	48	5	
43	24	6	
91	30	6	
69	17	8	
52	19	3	
85	17	6	
13	59	7	
94	55	5	
33	54	5	
55	56	5	
2	27	4	
59	21	4	
55	56	9	
21	2	3	
85	38	6	
31	41	8	
96	37	2	
9	19	8	
24	15	5	
95	41	5	
73	52	1	
79	30	7	
93	17	5	
15	58	8	
12	17	3	
28	52	7	
63	69	5	
53	47	4	
78	2	9	
82	31	7	
