name:instance0_n_30_N_60_tf_1.0_rdd_0.2_mMax_1_m0_1_Vmax_2.0_V0_1.0
N:60
n:30
M_max:1
M_0:1
V_max:2
V_0:1
Jobs:
82	3	9	
11	4	1	
31	7	5	
84	10	5	
7	5	6	
40	3	1	
29	4	7	
93	4	2	
31	7	10	
29	7	3	
45	7	1	
19	5	8	
89	8	7	
60	7	3	
3	10	2	
13	10	8	
88	5	8	
18	3	4	
5	0	8	
39	0	2	
96	5	6	
62	6	2	
80	3	4	
34	4	7	
3	9	10	
47	4	5	
84	10	3	
50	10	6	
55	9	6	
42	2	3	
34	7	1	
34	1	3	
1	7	2	
52	10	2	
64	6	9	
56	0	2	
17	3	4	
55	0	2	
58	2	1	
78	8	4	
50	5	6	
77	8	2	
48	6	8	
18	0	4	
75	5	1	
66	5	10	
52	2	1	
36	1	9	
57	7	6	
59	3	4	
47	10	1	
42	7	4	
86	2	2	
79	3	8	
6	2	2	
58	4	10	
81	2	5	
10	2	4	
86	0	7	
27	0	5	
