name:instance8_n_30_N_60_tf_0.8_rdd_0.2_mMax_1_m0_1_Vmax_2.0_V0_1.0
N:60
n:30
M_max:1
M_0:1
V_max:2
V_0:1
Jobs:
56	18	8	
42	29	5	
21	4	5	
1	4	10	
58	7	6	
72	20	3	
52	5	3	
66	13	1	
18	26	3	
69	9	3	
86	16	5	
70	0	5	
96	13	2	
17	26	6	
56	23	7	
100	20	7	
41	19	4	
43	1	6	
97	20	10	
6	13	4	
51	7	4	
97	5	1	
9	4	10	
43	0	2	
52	18	7	
75	27	4	
71	25	4	
76	1	6	
6	19	8	
74	28	7	
80	24	5	
59	10	8	
19	12	6	
95	12	3	
69	16	9	
71	2	5	
25	17	2	
13	6	10	
20	25	1	
46	1	6	
14	10	5	
89	8	3	
88	12	1	
30	11	1	
51	8	8	
55	28	1	
93	23	9	
52	20	5	
35	4	3	
39	25	8	
57	5	4	
100	20	4	
88	1	5	
41	29	8	
56	25	9	
30	14	7	
35	7	2	
89	11	2	
55	23	9	
76	3	8	
