name:instance5_n_30_N_60_tf_0.6_rdd_0.6_mMax_1_m0_1_Vmax_2.0_V0_1.0
N:60
n:30
M_max:1
M_0:1
V_max:2
V_0:1
Jobs:
34	23	3	
88	26	6	
8	3	3	
63	36	4	
100	48	5	
84	29	8	
29	20	6	
18	61	8	
67	61	10	
17	67	10	
85	44	1	
21	53	2	
62	44	8	
17	69	8	
23	48	4	
34	39	5	
34	16	9	
2	38	9	
1	28	10	
65	37	3	
69	52	6	
7	43	8	
99	57	5	
1	49	2	
86	65	2	
1	41	2	
46	2	10	
94	66	3	
19	13	1	
54	32	9	
2	68	5	
17	52	1	
89	52	10	
15	65	3	
92	34	4	
26	27	6	
82	26	5	
77	10	2	
46	2	4	
64	6	5	
36	36	10	
32	65	9	
97	17	6	
87	7	3	
23	49	2	
72	13	6	
89	66	3	
92	26	2	
10	26	1	
27	67	6	
77	59	5	
36	11	6	
99	3	5	
3	38	4	
8	53	3	
22	18	4	
14	10	9	
8	13	7	
4	50	10	
10	66	10	
