name:instance2_n_30_N_60_tf_0.6_rdd_0.8_mMax_1_m0_1_Vmax_2.0_V0_1.0
N:60
n:30
M_max:1
M_0:1
V_max:2
V_0:1
Jobs:
14	21	7	
33	18	3	
76	71	2	
12	60	1	
51	9	8	
11	41	1	
56	21	7	
78	18	1	
58	66	3	
47	23	10	
50	37	3	
60	49	9	
30	7	2	
91	71	5	
44	38	10	
63	33	9	
2	57	2	
71	66	2	
37	45	9	
56	31	6	
30	2	9	
77	5	4	
88	34	5	
89	26	10	
22	0	6	
84	75	8	
36	76	3	
96	19	10	
10	64	3	
98	51	2	
72	45	5	
80	75	2	
17	27	8	
14	32	7	
24	16	2	
77	13	7	
98	59	4	
59	48	1	
44	9	9	
26	60	8	
5	54	7	
17	77	6	
86	1	3	
43	48	8	
46	11	6	
56	44	8	
74	55	4	
18	34	10	
58	63	1	
19	21	8	
49	20	2	
91	57	9	
11	50	8	
66	65	1	
69	26	10	
89	56	4	
23	23	9	
46	19	2	
84	69	6	
79	41	2	
