name:instance5_n_30_N_60_tf_0.4_rdd_0.6_mMax_1_m0_1_Vmax_2.0_V0_1.0
N:60
n:30
M_max:1
M_0:1
V_max:2
V_0:1
Jobs:
71	40	10	
79	44	4	
17	39	5	
29	54	9	
55	27	9	
74	53	10	
26	69	10	
87	15	2	
48	36	9	
3	64	6	
54	90	7	
54	39	9	
40	90	7	
34	67	5	
94	49	9	
74	87	6	
12	16	10	
51	18	8	
9	68	7	
42	61	7	
98	90	8	
34	35	2	
61	12	7	
81	69	7	
59	33	4	
6	62	1	
25	52	4	
58	6	6	
82	62	1	
86	27	6	
93	42	6	
89	19	8	
100	46	9	
8	6	3	
24	78	7	
62	18	1	
54	68	2	
47	61	1	
54	59	10	
19	12	1	
54	23	4	
24	55	8	
21	77	10	
54	39	4	
44	68	8	
77	82	3	
50	3	8	
86	13	1	
26	40	7	
44	84	4	
12	33	2	
81	88	1	
10	76	1	
88	48	8	
23	57	3	
71	56	7	
36	63	10	
57	20	4	
87	88	9	
59	39	3	
