name:instance6_n_30_N_60_tf_0.4_rdd_0.6_mMax_1_m0_1_Vmax_2.0_V0_1.0
N:60
n:30
M_max:1
M_0:1
V_max:2
V_0:1
Jobs:
100	57	3	
74	8	10	
57	73	1	
62	43	9	
84	59	5	
15	18	4	
26	13	10	
11	60	7	
17	17	5	
93	55	6	
51	23	8	
56	0	8	
29	42	6	
91	49	6	
11	51	2	
22	68	1	
54	69	7	
53	74	5	
59	71	4	
41	47	6	
14	10	3	
99	59	2	
5	15	1	
45	80	3	
97	57	10	
2	19	6	
76	74	5	
95	6	8	
80	17	9	
67	65	7	
100	44	10	
77	16	8	
80	64	7	
26	66	10	
100	4	9	
98	35	6	
94	59	9	
84	64	2	
94	81	5	
1	64	10	
1	37	6	
100	65	3	
39	60	9	
85	44	1	
29	2	6	
4	82	1	
69	19	10	
81	40	3	
66	32	7	
5	21	4	
75	7	1	
29	52	6	
18	23	2	
63	89	7	
39	52	6	
45	60	3	
50	13	8	
47	2	7	
68	10	4	
22	80	2	
