name:instance8_n_30_N_60_tf_0.2_rdd_1.0_mMax_1_m0_1_Vmax_2.0_V0_1.0
N:60
n:30
M_max:1
M_0:1
V_max:2
V_0:1
Jobs:
55	116	1	
65	58	2	
33	89	8	
19	49	7	
91	28	2	
72	121	10	
60	64	2	
67	65	10	
27	52	8	
82	85	2	
7	1	5	
97	116	7	
41	48	8	
46	14	2	
87	3	6	
76	124	6	
54	117	8	
62	127	5	
73	78	6	
65	48	4	
5	82	5	
34	54	10	
83	29	2	
25	97	8	
4	101	9	
52	87	7	
43	43	3	
24	24	7	
59	68	5	
90	97	5	
91	14	3	
80	85	4	
43	32	1	
55	80	2	
37	6	1	
62	61	1	
10	79	7	
26	68	10	
51	67	10	
78	115	5	
72	123	6	
3	33	10	
1	13	2	
3	41	9	
20	67	6	
1	70	1	
39	17	9	
38	95	10	
69	51	6	
64	5	10	
43	41	5	
70	58	9	
1	30	7	
11	33	6	
5	123	6	
88	120	3	
3	123	1	
41	76	9	
55	13	1	
42	13	6	
