name:instance7_n_30_N_60_tf_0.2_rdd_0.4_mMax_1_m0_1_Vmax_2.0_V0_1.0
N:60
n:30
M_max:1
M_0:1
V_max:2
V_0:1
Jobs:
11	8	10	
94	88	7	
8	78	5	
80	72	9	
74	38	10	
94	80	5	
32	21	5	
52	70	7	
14	32	2	
11	48	5	
30	49	9	
78	59	1	
35	67	9	
15	81	7	
100	34	9	
85	41	5	
13	23	9	
77	6	10	
36	63	10	
14	97	3	
65	38	7	
50	4	1	
52	48	6	
48	34	5	
7	31	3	
96	36	7	
44	79	6	
52	72	4	
32	37	4	
28	1	6	
5	86	3	
4	74	8	
63	79	8	
40	77	8	
86	39	8	
32	98	3	
90	81	6	
3	59	3	
4	30	10	
61	13	5	
75	66	9	
15	37	4	
20	53	1	
63	75	3	
46	26	8	
5	92	9	
15	2	10	
37	41	2	
31	50	10	
99	100	5	
20	59	7	
60	10	1	
66	72	9	
78	69	8	
42	14	4	
46	39	4	
59	38	9	
7	93	8	
6	0	2	
17	11	7	
