name:instance6_n_30_N_60_tf_0.8_rdd_0.6_mMax_1_m0_1_Vmax_2.0_V0_1.0
N:60
n:30
M_max:1
M_0:1
V_max:2
V_0:1
Jobs:
70	20	3	
2	35	7	
47	27	3	
35	46	10	
24	33	1	
2	2	9	
32	12	2	
99	13	6	
100	16	5	
23	32	9	
93	40	1	
9	22	2	
81	18	9	
78	43	5	
37	24	3	
53	39	1	
27	20	2	
13	4	9	
51	23	10	
38	15	5	
77	30	1	
90	8	5	
31	32	3	
83	27	1	
7	11	9	
93	23	2	
59	15	4	
19	5	1	
23	39	3	
1	14	8	
94	16	3	
10	21	8	
55	21	2	
60	10	5	
53	0	1	
70	3	7	
40	0	5	
79	7	2	
80	38	7	
24	42	4	
39	9	9	
20	1	10	
3	14	1	
39	23	8	
56	10	10	
95	42	10	
45	38	6	
32	18	3	
54	10	1	
67	26	8	
30	22	3	
79	16	4	
37	48	7	
92	42	10	
19	11	3	
98	30	8	
73	10	5	
2	35	7	
46	9	9	
64	37	5	
