name:instance3_n_30_N_60_tf_0.8_rdd_1.0_mMax_1_m0_1_Vmax_2.0_V0_1.0
N:60
n:30
M_max:1
M_0:1
V_max:2
V_0:1
Jobs:
20	57	9	
52	66	5	
77	43	5	
45	45	5	
82	52	3	
38	53	4	
37	57	4	
100	42	8	
84	26	3	
69	22	9	
87	27	1	
52	25	2	
98	30	4	
79	17	3	
96	30	3	
36	21	6	
67	28	2	
94	34	8	
15	48	7	
15	53	2	
50	32	9	
33	22	7	
59	5	5	
33	21	1	
34	3	3	
12	13	10	
96	8	4	
52	68	1	
62	60	3	
37	4	5	
71	20	8	
96	28	9	
60	27	9	
81	63	5	
23	46	3	
39	42	10	
72	70	2	
81	0	3	
22	50	10	
71	31	2	
94	62	10	
9	44	1	
7	7	2	
4	26	10	
77	61	5	
95	3	3	
53	23	1	
43	64	1	
68	41	10	
59	39	5	
39	45	8	
98	30	7	
94	12	8	
5	6	9	
78	30	9	
47	2	1	
5	44	2	
91	54	1	
99	7	9	
64	51	9	
