name:instance8_n_30_N_60_tf_1.0_rdd_1.0_mMax_1_m0_1_Vmax_2.0_V0_1.0
N:60
n:30
M_max:1
M_0:1
V_max:2
V_0:1
Jobs:
22	5	7	
28	30	5	
10	42	2	
19	41	9	
94	23	5	
50	47	7	
1	38	6	
84	42	9	
60	30	9	
24	9	7	
27	27	1	
14	4	1	
71	26	1	
15	37	9	
75	27	1	
98	5	7	
31	2	1	
70	41	4	
47	0	1	
51	38	1	
42	15	5	
47	43	7	
46	32	9	
29	20	10	
8	35	4	
50	3	4	
21	43	8	
76	12	4	
11	41	4	
36	29	10	
26	20	8	
45	50	8	
65	21	7	
92	8	6	
83	0	1	
55	46	7	
33	3	3	
3	5	3	
55	23	1	
39	24	1	
82	8	8	
77	5	9	
49	14	9	
27	35	2	
6	40	2	
4	47	3	
67	32	8	
48	28	7	
11	28	5	
80	26	8	
45	50	10	
51	14	5	
26	42	5	
12	26	5	
33	28	10	
70	5	1	
99	41	10	
41	47	8	
39	21	7	
80	29	8	
