name:instance3_n_30_N_60_tf_0.2_rdd_0.4_mMax_1_m0_1_Vmax_2.0_V0_1.0
N:60
n:30
M_max:1
M_0:1
V_max:2
V_0:1
Jobs:
30	49	4	
16	49	7	
59	74	10	
71	70	10	
39	60	3	
60	95	8	
14	73	8	
28	93	8	
67	91	5	
78	20	9	
37	85	8	
25	65	9	
93	72	9	
33	82	7	
92	67	3	
81	37	1	
38	65	6	
68	67	6	
29	78	1	
15	40	4	
31	76	10	
35	89	7	
87	62	7	
30	34	5	
55	69	9	
78	9	7	
81	38	1	
4	82	10	
81	0	1	
11	63	8	
51	6	2	
89	14	9	
78	5	6	
96	99	6	
99	0	10	
53	11	4	
94	99	3	
27	46	5	
76	9	3	
88	57	1	
19	77	2	
28	11	2	
36	70	1	
63	42	1	
67	39	5	
56	8	4	
7	63	3	
47	17	7	
97	61	2	
21	81	4	
59	30	6	
99	51	3	
98	23	4	
6	79	10	
56	48	4	
99	96	8	
60	3	2	
80	42	10	
79	74	7	
27	92	2	
