name:instance2_n_30_N_60_tf_0.2_rdd_0.6_mMax_1_m0_1_Vmax_2.0_V0_1.0
N:60
n:30
M_max:1
M_0:1
V_max:2
V_0:1
Jobs:
95	92	8	
7	33	9	
71	46	8	
93	37	7	
38	57	4	
57	68	6	
91	15	2	
68	97	2	
3	93	7	
7	46	10	
80	16	8	
16	53	1	
65	16	6	
58	90	4	
48	103	6	
37	27	10	
61	6	4	
22	64	9	
17	18	2	
27	46	4	
43	64	3	
40	14	3	
4	54	1	
54	30	10	
47	75	8	
20	52	8	
91	108	1	
16	20	2	
34	12	6	
30	94	7	
36	36	3	
10	6	7	
83	86	4	
41	63	7	
99	65	1	
65	16	5	
78	52	9	
82	85	6	
54	10	10	
3	43	6	
61	60	1	
82	45	8	
73	25	3	
80	104	7	
69	25	3	
52	85	3	
9	80	10	
31	5	5	
94	99	3	
99	84	10	
1	85	3	
14	83	5	
54	107	2	
36	43	2	
38	21	6	
55	74	1	
85	85	5	
40	43	3	
15	32	9	
81	79	1	
