name:instance4_n_30_N_60_tf_0.4_rdd_0.4_mMax_1_m0_1_Vmax_2.0_V0_1.0
N:60
n:30
M_max:1
M_0:1
V_max:2
V_0:1
Jobs:
99	71	2	
58	32	2	
76	71	6	
73	71	4	
11	61	6	
40	49	9	
82	40	9	
61	38	1	
61	67	1	
50	55	2	
2	4	7	
37	40	10	
96	67	2	
62	31	5	
86	77	6	
96	65	6	
51	12	7	
54	71	4	
6	59	9	
42	14	1	
76	65	6	
80	26	7	
96	66	9	
5	23	8	
21	36	4	
14	26	1	
16	55	10	
65	71	1	
88	43	5	
93	63	8	
37	77	9	
81	73	7	
54	73	5	
68	43	6	
24	7	1	
42	31	2	
79	70	7	
43	68	5	
46	61	2	
86	42	4	
4	31	5	
15	16	5	
85	21	2	
17	38	6	
39	32	9	
70	45	7	
48	23	6	
89	18	6	
53	22	4	
10	8	8	
80	36	4	
93	22	10	
1	61	1	
4	20	8	
33	59	7	
48	29	6	
80	60	6	
28	28	4	
16	78	1	
2	31	6	
