name:instance0_n_30_N_60_tf_0.6_rdd_0.2_mMax_1_m0_1_Vmax_2.0_V0_1.0
N:60
n:30
M_max:1
M_0:1
V_max:2
V_0:1
Jobs:
64	46	10	
52	38	5	
13	6	1	
24	47	4	
17	16	7	
6	11	3	
52	36	5	
8	35	3	
83	8	10	
86	10	8	
44	11	4	
79	1	5	
24	2	6	
55	43	5	
32	32	8	
46	47	10	
18	32	2	
17	49	8	
6	22	3	
80	43	4	
28	39	2	
25	39	1	
73	6	2	
19	25	1	
90	43	5	
55	11	4	
70	30	3	
79	45	9	
42	28	5	
70	34	3	
36	10	10	
30	13	7	
97	13	4	
12	39	5	
81	35	7	
13	40	5	
60	43	7	
39	7	9	
90	11	2	
23	25	5	
32	33	3	
66	8	10	
55	22	9	
54	24	8	
36	5	10	
18	6	10	
49	23	8	
3	44	5	
93	5	2	
79	27	6	
22	9	2	
39	43	8	
37	34	2	
5	10	1	
39	22	7	
55	31	6	
93	6	4	
80	19	7	
29	39	2	
26	48	10	
